index,indice_propio,porc_SUEL,porc_DOSE,porc_CONS,porc_EDIF,grupo
8c4cd42eba847ff,H0354,21.89336865957347,0,78.10663134042653,0,CONS
8c4cd42eb01e3ff,H0355,35.23581236189186,16.721919567805635,20.607229662810592,27.43503840749192,SUEL
8c4cd42eb018dff,H0356,5.6681235663346925,94.33165720314756,2.1923051774927024e-4,0,DOSE
8c4cd42eb0189ff,H0357,43.94339405218713,56.056605947812876,0,0,DOSE
8c4cd42eb01d5ff,H0358,11.979744446507953,88.02025555349205,0,0,DOSE
8c4cd42eb01d1ff,H0359,0,89.15834457074384,10.841655429256168,0,DOSE
8c4cd42eb01dbff,H0360,0,55.699763478750675,44.300236521249325,0,DOSE
8c4cd42eb00e7ff,H0361,0,6.622467797191891,63.89683617091344,29.48069603189467,CONS
8c4cd42eb00e3ff,H0362,0,0,17.248297284720334,82.75170271527966,CONS
8c4cd42eb008dff,H0363,0,0,46.60975826837381,53.39024173162619,CONS
8c4cd42eb0089ff,H0364,0,66.6151325440926,33.38486745590739,0,DOSE
8c4cd42eb00d5ff,H0365,61.308641175550036,23.893080005495822,0,14.798278818954138,SUEL
8c4cd42eb00dbff,H0366,0,88.85367820209737,0,11.146321797902626,DOSE
8c4cd42eb0709ff,H0367,11.676140058105947,64.94180496036982,0,23.382054981524234,DOSE
8c4cd42eb0755ff,H0368,12.163299971227142,66.53144878356316,0,21.305251245209693,DOSE
8c4cd42eb0751ff,H0369,0.9232145767917641,83.74461648477701,15.332168938431225,0,DOSE
8c4cd42eb075bff,H0370,20.32410581189874,72.34285737653792,7.333036811563338,0,DOSE
8c4cd42eb0667ff,H0371,19.301587084421108,80.6984129155789,0,0,DOSE
8c4cd42eb0663ff,H0372,0,52.52124853541276,47.47875146458724,0,CONS
8c4cd42eb060dff,H0373,18.8985424972487,81.1014575027513,0,0,DOSE
8c4cd42eb0609ff,H0374,98.69068773803002,0,0,1.3093122619699753,SUEL
8c4cd42eb065bff,H0375,51.79579041318949,0,37.55493701574088,10.649272571069627,SUEL
8c4cd42eba967ff,H0376,10.302523861938887,0,89.69747613806112,0,CONS
8c4cd42eba963ff,H0377,45.83855846324418,13.910880053005407,40.25056148375042,0,SUEL
8c4cd42eba90dff,H0378,5.07379383432231,16.14840130528242,78.77780486039528,0,CONS
8c4cd42eba909ff,H0379,0,71.89656528824673,28.103434711753266,0,DOSE
8c4cd42eba955ff,H0380,36.50462826886519,60.81042746067195,2.684944270462857,0,DOSE
8c4cd42eba951ff,H0381,34.16140633340356,25.050723907160595,40.78786975943584,0,SUEL
8c4cd42eba95bff,H0382,23.292226605912596,38.60439529731746,38.103378096769944,0,DOSE
8c4cd42eba867ff,H0383,47.49536344344506,10.051302080773334,42.45333447578161,0,SUEL
8c4cd42eba863ff,H0384,36.167041754623895,0.8653792996353108,62.9675789457408,0,CONS
8c4cd42eba80dff,H0385,36.00761256728368,36.484533838469446,27.50785359424687,0,DOSE
8c4cd42eba809ff,H0386,17.260709575065633,82.73929042493437,0,0,DOSE
8c4cd42eb01adff,H0387,100,0,0,0,SUEL
8c4cd42eb0185ff,H0388,27.987920413776436,70.47304438236108,0,1.5390352038624864,DOSE
8c4cd42eb0181ff,H0389,0,100,0,0,DOSE
8c4cd42eb018bff,H0390,0.10390449776762724,99.89609550223237,0,0,DOSE
8c4cd42eb01d7ff,H0391,0,83.36300583447287,16.636994165527135,0,DOSE
8c4cd42eb01d3ff,H0392,0,0.14531021272367473,72.7097654805579,27.144924306718416,CONS
8c4cd42eb0081ff,H0393,0,0,25.79933143340322,74.20066856659679,CONS
8c4cd42eb008bff,H0394,12.107923951383395,43.34209160943051,44.54998443918609,0,CONS
8c4cd42eb00d7ff,H0395,0.08566633864057994,99.22070468823573,0,0.6936289731236905,DOSE
8c4cd42eb0705ff,H0396,0,31.965925718950487,0,68.03407428104951,CONS
8c4cd42eb0701ff,H0397,14.660801782231903,41.42283868470669,26.591424495365736,17.324935037695667,DOSE
8c4cd42eb070bff,H0398,1.2472493102251396,95.83459031216523,2.9181603776096203,0,DOSE
8c4cd42eb0757ff,H0399,0,83.19775179492781,8.898256500416878,7.903991704655314,DOSE
8c4cd42eb0753ff,H0400,0,36.42159384543189,5.155418207967867,58.42298794660024,CONS
8c4cd42eb062dff,H0401,42.451018941315546,56.68021717230497,0.8687638863794906,0,DOSE
8c4cd42eb0629ff,H0402,12.55509962257394,78.66148972432316,8.783410653102901,0,DOSE
8c4cd42eb0605ff,H0403,0,42.0010027649445,57.99899723505549,0,CONS
8c4cd42eb0601ff,H0404,44.00923302088452,55.96467225679709,0.026094722318398333,0,DOSE
8c4cd42eb060bff,H0405,100,0,0,0,SUEL
8c4cd42eb0657ff,H0406,96.82373125907017,0,0,3.176268740929819,SUEL
8c4cd42eb0653ff,H0407,48.259665258060465,0,51.74033474193954,0,SUEL
8c4cd42eba92dff,H0408,0,0,100,0,CONS
8c4cd42eba929ff,H0409,30.59424909148684,0,69.40575090851316,0,CONS
8c4cd42eba905ff,H0410,65.13790186040775,32.19324667159182,2.66885146800042,0,SUEL
8c4cd42eba901ff,H0411,0,96.90182626522869,3.0981737347713025,0,DOSE
8c4cd42eba90bff,H0412,0.9479899218541998,40.2970035016672,58.75500657647861,0,CONS
8c4cd42eba957ff,H0413,12.990608245138235,29.421900128269247,57.587491626592524,0,CONS
8c4cd42eba953ff,H0414,32.8450046741731,0,67.1549953258269,0,CONS
8c4cd42eba82dff,H0415,15.410401262035148,42.26275544717665,42.3268432907882,0,CONS
8c4cd42eba829ff,H0416,31.888548850804305,10.70398734013543,57.40746380906027,0,CONS
8c4cd42eba805ff,H0417,77.76027432465952,22.239725675340487,0,0,SUEL
8c4cd42eba801ff,H0418,5.083213641686568,94.91678635831343,0,0,DOSE
8c4cd42eba80bff,H0419,0,100,0,0,DOSE
8c4cd42eb01a1ff,H0420,99.06833553308275,0.9316644669172518,0,0,SUEL
8c4cd42eb01abff,H0421,29.300415249787108,17.642224238960292,53.057360511252604,0,CONS
8c4cd42eb0187ff,H0422,0.5309782811404292,88.2034531271444,11.265568591715164,0,DOSE
8c4cd42eb0199ff,H0423,0,68.51154598439776,29.919935755602662,1.568518259999582,DOSE
8c4cd42eb0083ff,H0424,0,0,37.43176419825119,62.56823580174882,CONS
8c4cd42eb009dff,H0425,0,72.99218681193565,21.250507043352222,5.757306144712116,DOSE
8c4cd42eb0721ff,H0426,0,15.934295056124201,8.615978083705263,75.44972686017053,CONS
8c4cd42eb072bff,H0427,0,89.84758483063676,4.030404823141255,6.1220103462219795,DOSE
8c4cd42eb0707ff,H0428,9.98856135421047,74.6449243194401,15.366514326349442,0,DOSE
8c4cd42eb0621ff,H0429,0,9.322239179253916,90.67776082074607,0,CONS
8c4cd42eb062bff,H0430,36.90628469059265,43.789070808933886,19.30464450047346,0,DOSE
8c4cd42eb0607ff,H0431,4.75510195868852,42.38015146405576,52.86474657725573,0,CONS
8c4cd42eb0603ff,H0432,63.0964050506852,36.9035949493148,0,0,SUEL
8c4cd42eb061dff,H0433,99.76808664331512,0.23191335668488205,0,0,SUEL
8c4cd42eb0619ff,H0434,97.17261315824038,2.8273868417596146,0,0,SUEL
8c4cd42eba925ff,H0435,65.00374621876992,0,34.99625378123008,0,SUEL
8c4cd42eba921ff,H0436,17.303923170641237,36.98392195802534,45.712154871333425,0,CONS
8c4cd42eba92bff,H0437,55.535453964584015,22.11924463640324,22.34530139901274,0,SUEL
8c4cd42eba907ff,H0438,9.071427609532732,50.431901070998585,40.49667131946868,0,CONS
8c4cd42eba903ff,H0439,19.45441535055297,11.1678528291579,69.37773182028913,0,CONS
8c4cd42eba91dff,H0440,0,7.550805197768745,92.44919480223125,0,CONS
8c4cd42eba919ff,H0441,15.770058348259715,33.36216217863085,50.86777947310943,0,CONS
8c4cd42eba825ff,H0442,26.76033363014809,5.930600037275223,67.30906633257668,0,CONS
8c4cd42eba821ff,H0443,93.02135841362355,0,6.978641586376456,0,SUEL
8c4cd42eba82bff,H0444,59.02916762366987,10.82676643028266,30.144065946047466,0,SUEL
8c4cd42eba807ff,H0445,11.20704441570987,88.79295558429014,0,0,DOSE
8c4cd42eba803ff,H0446,12.749096094360702,87.2509039056393,0,0,DOSE
8c4cd42eba81dff,H0447,5.355417527527734,94.64458247247227,0,0,DOSE
8c4cd42eb01a3ff,H0448,21.95387093145392,17.14227352059135,60.903855547954734,0,CONS
8c4cd42eb01bdff,H0449,0,31.831665032052722,68.16833496794727,0,CONS
8c4cd42eb019bff,H0450,0,40.25774012377642,16.687377646444446,43.05488222977913,DOSE
8c4cd42eb0095ff,H0451,0,10.83614695381322,57.1582919668542,32.00556107933258,CONS
8c4cd42eb0091ff,H0452,0,64.79923760049684,5.186685231902019,30.014077167601144,DOSE
8c4cd42eb009bff,H0453,0,22.24980301927073,9.441054545275328,68.30914243545394,CONS
8c4cd42eb0727ff,H0454,0,41.18736597360973,54.85354941206831,3.959084614321954,CONS
8c4cd42eb0723ff,H0455,15.58608427377361,45.13214238774407,39.18391815327812,0.09785518520420491,CONS
8c4cd42eb0711ff,H0456,0,43.38398779866487,0,56.61601220133513,CONS
8c4cd42eb0623ff,H0457,57.06203795510566,28.437585426771484,14.500376618122857,0,SUEL
8c4cd42eb063dff,H0458,60.79294056280553,25.026362123561167,14.180697313633301,0,SUEL
8c4cd42eb0639ff,H0459,0,71.95516504919405,28.044834950805942,0,DOSE
8c4cd42eb0615ff,H0460,84.04583497897598,15.954165021024025,0,0,SUEL
8c4cd42eb0611ff,H0461,77.66844667980375,22.331553320196253,0,0,SUEL
8c4cd42eb061bff,H0462,72.30759348272846,27.692406517271543,0,0,SUEL
8c4cd42eba927ff,H0463,15.504097766961578,84.49590223303842,0,0,DOSE
8c4cd42eba923ff,H0464,1.3725777253122946,72.74232793799888,25.885094336688823,0,DOSE
8c4cd42eba93dff,H0465,33.84100196158165,0,66.15899803841835,0,CONS
8c4cd42eba939ff,H0466,31.585127241034684,17.311264460509626,51.1036082984557,0,CONS
8c4cd42eba915ff,H0467,3.1128311342338915,66.77189199867487,30.11527686709124,0,DOSE
8c4cd42eba911ff,H0468,67.19737028495724,32.80262971504275,0,0,SUEL
8c4cd42eba91bff,H0469,17.8770883309146,78.60063567437082,3.5222759947145796,0,DOSE
8c4cd42eba827ff,H0470,10.766992619333191,16.206443736976738,73.02656364369007,0,CONS
8c4cd42eba823ff,H0471,33.90015500726665,0,66.09984499273335,0,CONS
8c4cd42eba83dff,H0472,70.53853004384668,29.46146995615332,0,0,SUEL
8c4cd42eba839ff,H0473,6.591340906042693,93.4086590939573,0,0,DOSE
8c4cd42eba815ff,H0474,0,100,0,0,DOSE
8c4cd42eba811ff,H0475,0,100,0,0,DOSE
8c4cd42eb0f49ff,H0476,21.44402807532495,0,78.55597192467505,0,CONS
8c4cd42eb01b5ff,H0477,0,0,100,0,CONS
8c4cd42eb0097ff,H0478,0,15.73804952111553,69.69194696640908,14.57000351247539,CONS
8c4cd42eb0093ff,H0479,0,45.83324634063765,54.16675365936234,0,CONS
8c4cd42eb054dff,H0480,27.895207565433687,2.000548021856941,61.40821658734218,8.696027825367187,CONS
8c4cd42eb0549ff,H0481,29.95757210829817,0,13.265353485624388,56.777074406077446,CONS
8c4cd42eb073bff,H0482,0,33.99892022508957,0,66.00107977491044,CONS
8c4cd42eb0635ff,H0483,42.61439752907623,57.38560247092377,0,0,DOSE
8c4cd42eb0631ff,H0484,3.619341428778375,64.6329177064243,31.747740864797336,0,DOSE
8c4cd42eb063bff,H0485,25.67909342693418,43.498459593439456,30.82244697962637,0,DOSE
8c4cd42eb0617ff,H0486,87.03866400875651,12.961335991243484,0,0,SUEL
8c4cd42eb0613ff,H0487,46.5999547632044,53.4000452367956,0,0,DOSE
8c4cd42eb06cdff,H0488,7.007495416542494,74.99105833493692,18.001446248520587,0,DOSE
8c4cd42eb06c9ff,H0489,40.57662565636478,15.003048243215838,44.42032610041938,0,SUEL
8c4cd42eba935ff,H0490,26.807853377947506,18.123505734406773,55.06864088764573,0,CONS
8c4cd42eba931ff,H0491,20.59079408936367,56.761353018691,22.647852891945334,0,DOSE
8c4cd42eba93bff,H0492,59.91217909247569,40.08782090752431,0,0,SUEL
8c4cd42eba917ff,H0493,96.44313866149575,3.5568613385042434,0,0,SUEL
8c4cd42eba913ff,H0494,94.62364794832355,5.37635205167645,0,0,SUEL
8c4cd42eba9cdff,H0495,8.490035448014382,91.50996455198562,0,0,DOSE
8c4cd42eba9c9ff,H0496,68.36739206340677,18.66622900625358,10.335957859561908,2.630421070777742,SUEL
8c4cd42eba83bff,H0497,0,100,0,0,DOSE
8c4cd42eba817ff,H0498,0,100,0,0,DOSE
8c4cd42eba813ff,H0499,0,94.74425437405127,0,5.255745625948744,DOSE
8c4cd42eb0f41ff,H0500,0,6.027554879699675,93.97244512030034,0,CONS
8c4cd42eb0f4bff,H0501,0,2.1726983441066756,97.82730165589332,0,CONS
8c4cd42eb01b7ff,H0502,0,0.4521247268757735,95.55322804568988,3.99464722743435,CONS
8c4cd42eb0e6dff,H0503,0,3.963685930582522,0,96.03631406941749,CONS
8c4cd42eb0e45ff,H0504,0,9.318550664379478,0,90.68144933562053,CONS
8c4cd42eb00b3ff,H0505,0,0.02638516035060281,30.3284977158765,69.64511712377289,CONS
8c4cd42eb056dff,H0506,1.8913981798126769,0,82.39482646240181,15.713775357785503,CONS
8c4cd42eb0569ff,H0507,3.345791079391255,27.32407628840151,69.33013263220722,0,CONS
8c4cd42eb0545ff,H0508,24.486312766246897,58.34769673855034,2.4964107928177595,14.669579702385008,DOSE
8c4cd42eb054bff,H0509,24.045120276936032,0,0,75.95487972306397,CONS
8c4cd42eb0737ff,H0510,48.256454852887096,27.533073432496895,0,24.210471714616006,SUEL
8c4cd42eb0445ff,H0511,36.002894419898865,0,0,63.997105580101135,CONS
8c4cd42eb044bff,H0512,30.948479077833788,68.28948116618704,0,0.7620397559791754,DOSE
8c4cd42eb0637ff,H0513,94.836577974889,5.163422025111003,0,0,SUEL
8c4cd42eb0633ff,H0514,13.067820369923538,16.48014338280057,70.45203624727588,0,CONS
8c4cd42eb06edff,H0515,3.1525321070147236,80.30274771953572,16.544720173449562,0,DOSE
8c4cd42eb06e9ff,H0516,15.84730866686447,60.64320772224116,23.50948361089437,0,DOSE
8c4cd42eb06c5ff,H0517,43.284966688108376,15.90142714785299,40.81360616403863,0,SUEL
8c4cd42eb06c1ff,H0518,21.690322641980423,31.913596725231862,46.396080632787715,0,CONS
8c4cd42eb06cbff,H0519,2.0834631296469492,66.42249902631563,31.494037844037415,0,DOSE
8c4cd42eba937ff,H0520,79.92257621746728,20.077423782532723,0,0,SUEL
8c4cd42eba933ff,H0521,100,0,0,0,SUEL
8c4cd42eba9edff,H0522,100,0,0,0,SUEL
8c4cd42eba9e9ff,H0523,100,0,0,0,SUEL
8c4cd42eba9c5ff,H0524,80.86582113197623,19.134178868023767,0,0,SUEL
8c4cd42eba9c1ff,H0525,28.307934065543176,59.12897051774375,0,12.563095416713077,DOSE
8c4cd42eba833ff,H0526,0,75.74525299445408,0,24.25474700554593,DOSE
8c4cd42eba8c5ff,H0527,0,4.588456749866039,0,95.41154325013396,CONS
8c4cd42eb0f61ff,H0528,60.35273732995796,39.319891104333614,0.32737156570842296,0,SUEL
8c4cd42eb0f6bff,H0529,13.766078143684116,42.265700898967765,43.968220957348116,0,CONS
8c4cd42eb0f47ff,H0530,13.181349922668101,5.16601162570917,81.65263845162272,0,CONS
8c4cd42eb0f43ff,H0531,2.502372959636633,8.324972835590406,89.17265420477295,0,CONS
8c4cd42eb0f5dff,H0532,0,0,100,0,CONS
8c4cd42eb0f59ff,H0533,0,20.962274734385794,78.63520978174098,0.40251548387322905,CONS
8c4cd42eb0e65ff,H0534,0,67.80488292646552,25.528485427541447,6.66663164599303,DOSE
8c4cd42eb0e47ff,H0535,0,28.71044086900511,0,71.28955913099489,CONS
8c4cd42eb0e5dff,H0536,0,0,38.84124497885308,61.158755021146916,CONS
8c4cd42eb0e59ff,H0537,0,27.88457796144126,62.80018262058075,9.315239417977999,CONS
8c4cd42eb0565ff,H0538,20.139070731201304,51.633122777263594,28.227806491535095,0,DOSE
8c4cd42eb0561ff,H0539,68.57731689419026,20.49861213198879,10.924070973820951,0,SUEL
8c4cd42eb056bff,H0540,43.32413189890881,38.14445284156279,18.5314152595284,0,DOSE
8c4cd42eb0547ff,H0541,36.87703629708961,37.12424597513236,0,25.998717727778033,SUEL
8c4cd42eb0543ff,H0542,54.60440026615196,12.08646663515524,0,33.3091330986928,SUEL
8c4cd42eb0465ff,H0543,0.0626862276095263,4.6681401866979835,23.746122548271785,71.5230510374207,CONS
8c4cd42eb0461ff,H0544,44.75708992172139,0,0,55.242910078278605,CONS
8c4cd42eb046bff,H0545,94.5435033300824,0,0,5.456496669917597,SUEL
8c4cd42eb0447ff,H0546,98.91306330736948,0,0,1.0869366926305115,SUEL
8c4cd42eb0443ff,H0547,35.295277243819164,1.7401871614947435,34.79648778636516,28.168047808320928,SUEL
8c4cd42eb045dff,H0548,80.00523534473011,5.722940685879084,14.271823969390804,0,SUEL
8c4cd42eb0459ff,H0549,20.206796483935094,48.603965282910714,31.18923823315419,0,DOSE
8c4cd42eb06e5ff,H0550,26.228265824175022,0,73.77173417582497,0,CONS
8c4cd42eb06e1ff,H0551,8.41785314928861,2.637791321594855,88.94435552911654,0,CONS
8c4cd42eb06ebff,H0552,15.401544679832199,20.129891559433794,64.46856376073401,0,CONS
8c4cd42eb06c7ff,H0553,25.733697770610277,53.96883106920266,20.29747116018707,0,DOSE
8c4cd42eb06c3ff,H0554,47.14220927448988,52.85779072551012,0,0,DOSE
8c4cd42eb06ddff,H0555,99.92898293477475,0.07101706522525827,0,0,SUEL
8c4cd42eb06d9ff,H0556,100,0,0,0,SUEL
8c4cd42eba9e5ff,H0557,100,0,0,0,SUEL
8c4cd42eba9e1ff,H0558,100,0,0,0,SUEL
8c4cd42eba9ebff,H0559,100,0,0,0,SUEL
8c4cd42eba9c7ff,H0560,95.69879813559373,4.301201864406267,0,0,SUEL
8c4cd42eba8e1ff,H0561,0,45.37775463620716,7.7785664136496315,46.843678950143214,DOSE
8c4cd42eba8c7ff,H0562,0,100,0,0,DOSE
8c4cd42eb08dbff,H0563,0.8674181113574678,99.13258188864253,0,0,DOSE
8c4cd42eb0f67ff,H0564,37.583961281598334,56.421115338390365,0,5.994923380011303,DOSE
8c4cd42eb0f63ff,H0565,38.13170301924455,27.147140781713837,34.72115619904162,0,SUEL
8c4cd42eb0f0dff,H0566,31.970641052365245,31.40619282716107,36.62316612047369,0,DOSE
8c4cd42eb0f09ff,H0567,64.96580348848346,3.8821337022632263,31.152062809253323,0,SUEL
8c4cd42eb0f55ff,H0568,0,65.91548521084061,34.08451478915938,0,DOSE
8c4cd42eb0f51ff,H0569,0,0,100,0,CONS
8c4cd42eb0f5bff,H0570,0,0,100,0,CONS
8c4cd42eb0e67ff,H0571,0,0,23.923740042003615,76.07625995799638,CONS
8c4cd42eb0e09ff,H0572,0,5.727135214296627,61.31621535838089,32.95664942732249,CONS
8c4cd42eb0e55ff,H0573,7.775784024782642,0,88.60389195195528,3.6203240232620892,CONS
8c4cd42eb0e51ff,H0574,18.540292725220457,0.2683154641171849,59.66431152387416,21.527080286788202,CONS
8c4cd42eb0e5bff,H0575,0,46.5338932714621,44.810836224039306,8.655270504498596,DOSE
8c4cd42eb0563ff,H0576,5.319659631352507,0,94.68034036864749,0,CONS
8c4cd42eb050dff,H0577,81.82334561297887,14.476239235277127,3.700415151744002,0,SUEL
8c4cd42eb0551ff,H0578,0,11.553291308468674,58.589135158149055,29.857573533382276,CONS
8c4cd42eb055bff,H0579,0,58.359750477845495,21.578192183159285,20.06205733899522,DOSE
8c4cd42eb0467ff,H0580,93.24341923632173,0,1.8326379507742245,4.92394281290405,SUEL
8c4cd42eb0463ff,H0581,100,0,0,0,SUEL
8c4cd42eb040dff,H0582,100,0,0,0,SUEL
8c4cd42eb0409ff,H0583,76.5926714652838,0,23.407328534716193,0,SUEL
8c4cd42eb0455ff,H0584,7.082833992826772,37.4301987961964,55.486967210976836,0,CONS
8c4cd42eb0451ff,H0585,20.419662849057968,22.587510573302357,56.992826577639676,0,CONS
8c4cd42eb045bff,H0586,8.293493523135687,0,91.70650647686432,0,CONS
8c4cd42eb06e7ff,H0587,13.44195891153622,3.147591308898471,83.41044977956531,0,CONS
8c4cd42eb06e3ff,H0588,0,55.639902686527776,40.933640996490254,3.42645631698197,DOSE
8c4cd42eb068dff,H0589,6.27517243826604,23.90797685195687,54.55733334258238,15.259517367194707,CONS
8c4cd42eb0689ff,H0590,69.99971121436636,30.000288785633643,0,0,SUEL
8c4cd42eb06d5ff,H0591,100,0,0,0,SUEL
8c4cd42eb06d1ff,H0592,100,0,0,0,SUEL
8c4cd42eb06dbff,H0593,100,0,0,0,SUEL
8c4cd42eba9e7ff,H0594,100,0,0,0,SUEL
8c4cd42eba9e3ff,H0595,100,0,0,0,SUEL
8c4cd42eba98dff,H0596,100,0,0,0,SUEL
8c4cd42eba989ff,H0597,91.86007173584537,0,8.139928264154623,0,SUEL
8c4cd42eba9dbff,H0598,0,13.183750110881242,58.628533090857296,28.18771679826146,CONS
8c4cd42eba8e7ff,H0599,0,0.5948413894637121,99.40515861053629,0,CONS
8c4cd42eba8e3ff,H0600,0,26.322386708761883,65.64301346071665,8.034599830521472,CONS
8c4cd42eb08d7ff,H0601,35.06012751440931,63.67876098008958,0,1.2611115055011102,DOSE
8c4cd42eb0f29ff,H0602,16.099601604701203,28.946288492403376,41.778970680681745,13.17513922221368,CONS
8c4cd42eb0f05ff,H0603,80.67889330285601,0,19.32110669714399,0,SUEL
8c4cd42eb0f01ff,H0604,8.64843711795307,25.176482557279037,66.17508032476789,0,CONS
8c4cd42eb0f0bff,H0605,59.72403028528541,13.36955928842937,26.906410426285216,0,SUEL
8c4cd42eb0f57ff,H0606,0,5.588023881906502,94.4119761180935,0,CONS
8c4cd42eb0f53ff,H0607,0,0,100,0,CONS
8c4cd42eb0e2dff,H0608,0,0,95.09605354229423,4.903946457705767,CONS
8c4cd42eb0e29ff,H0609,0,12.8883423590765,39.1896572109198,47.922000430003706,CONS
8c4cd42eb0e05ff,H0610,0,18.054115030324212,57.50942298027836,24.43646198939743,CONS
8c4cd42eb0e01ff,H0611,14.337627557433056,5.76697699468945,79.89539544787749,0,CONS
8c4cd42eb0e0bff,H0612,43.04003226173933,44.90726781129654,12.052699926964136,0,DOSE
8c4cd42eb0e57ff,H0613,28.01652667520952,0,0,71.98347332479048,CONS
8c4cd42eb0e53ff,H0614,0,0,46.969397012034186,53.030602987965814,CONS
8c4cd42eb0505ff,H0615,8.850692005559605,9.239538237797756,81.90976975664263,0,CONS
8c4cd42eb0501ff,H0616,71.99323668764026,19.631549270137622,0,8.375214042222112,SUEL
8c4cd42eb050bff,H0617,32.32104238020744,0,51.25662142853618,16.42233619125639,SUEL
8c4cd42eb0557ff,H0618,0,0,67.87476398267528,32.125236017324724,CONS
8c4cd42eb0553ff,H0619,0,0,15.302304725742289,84.69769527425771,CONS
8c4cd42eb042dff,H0620,33.73143985407012,0,0,66.26856014592988,CONS
8c4cd42eb0429ff,H0621,98.7369709544039,1.2630290455960935,0,0,SUEL
8c4cd42eb0405ff,H0622,57.80527198720103,31.18531234880571,11.009415663993263,0,SUEL
8c4cd42eb0401ff,H0623,15.057297951129323,24.130303971325457,60.812398077545225,0,CONS
8c4cd42eb040bff,H0624,24.059302596375037,0,75.94069740362497,0,CONS
8c4cd42eb0457ff,H0625,27.91573260448303,0,72.08426739551696,0,CONS
8c4cd42eb0453ff,H0626,2.9484067962157656,19.44698573431131,77.60460746947292,0,CONS
8c4cd42eb06adff,H0627,0,51.62977200815081,48.3702279918492,0,CONS
8c4cd42eb06a9ff,H0628,0,38.94667711741305,61.05332288258695,0,CONS
8c4cd42eb0685ff,H0629,0,0.012739979169408092,27.731499784838586,72.255760235992,CONS
8c4cd42eb0681ff,H0630,9.306350213650507,45.60012139815698,24.77704423651747,20.316484151675045,DOSE
8c4cd42eb068bff,H0631,99.87441512292338,0.12558487707660967,0,0,SUEL
8c4cd42eb06d7ff,H0632,100,0,0,0,SUEL
8c4cd42eb06d3ff,H0633,100,0,0,0,SUEL
8c4cd42eba9adff,H0634,100,0,0,0,SUEL
8c4cd42eba9a9ff,H0635,97.90680440100468,2.0931955989953224,0,0,SUEL
8c4cd42eba985ff,H0636,77.08230782569684,0.17981114235131246,7.563682814241547,15.1741982177103,SUEL
8c4cd42eba981ff,H0637,36.189638707089614,0,53.89664357975326,9.91371771315714,SUEL
8c4cd42eba9d7ff,H0638,0,0,60.81637590472177,39.18362409527823,CONS
8c4cd42eba9d3ff,H0639,0,83.50822004322961,16.491779956770394,0,DOSE
8c4cd42eba8adff,H0640,0,29.87144657952603,68.49803357939678,1.6305198410771933,CONS
8c4cd42eba8a9ff,H0641,0,0,100,0,CONS
8c4cd42eba885ff,H0642,0,65.07333027645507,20.510282963560382,14.416386759984551,DOSE
8c4cd42eb0883ff,H0643,59.19589776322574,40.80410223677426,0,0,SUEL
8c4cd42eb089dff,H0644,29.543519223952046,59.68615777707732,0,10.770322998970629,DOSE
8c4cd42eb0f2bff,H0645,31.83618712240313,8.49506402440439,34.76127933165757,24.90746952153491,SUEL
8c4cd42eb0f07ff,H0646,84.29437242905213,15.705627570947867,0,0,SUEL
8c4cd42eb0f03ff,H0647,15.523658771762292,42.32167560757987,42.15466562065784,0,CONS
8c4cd42eb0f1dff,H0648,33.88148225220905,22.021607852848284,44.09690989494266,0,SUEL
8c4cd42eb0f19ff,H0649,0,4.577305519371763,95.42269448062824,0,CONS
8c4cd42eb0e25ff,H0650,0,0,100,0,CONS
8c4cd42eb0e21ff,H0651,0,0,100,0,CONS
8c4cd42eb0e2bff,H0652,4.544841466664207,68.62204100131405,26.83311753202176,0,DOSE
8c4cd42eb0e07ff,H0653,65.26060268979336,11.818530352425165,22.920866957781477,0,SUEL
8c4cd42eb052bff,H0654,15.152418605799994,5.79053415076703,64.39807658351472,14.658970659918246,CONS
8c4cd42eb0507ff,H0655,1.2548030661211105,82.0722286576327,16.672968276246188,0,DOSE
8c4cd42eb0503ff,H0656,38.868676012039,22.283439613692572,38.847884374268425,0,SUEL
8c4cd42eb051dff,H0657,17.024934962421913,0,7.180761626477004,75.79430341110108,CONS
8c4cd42eb0519ff,H0658,0.0538296016033554,0,0,99.94617039839665,CONS
8c4cd42eb0425ff,H0659,42.03347673191321,0,0,57.96652326808679,CONS
8c4cd42eb0421ff,H0660,29.62128332231065,67.88391290733368,2.494803770355676,0,DOSE
8c4cd42eb042bff,H0661,8.899836964208035,14.982912595747328,76.11725044004464,0,CONS
8c4cd42eb0407ff,H0662,29.800615728528896,8.560612778896957,61.63877149257414,0,CONS
8c4cd42eb0403ff,H0663,26.924926185330033,12.48555069303639,60.58952312163357,0,CONS
8c4cd42eb041dff,H0664,17.335159773031677,7.528276600237146,75.13656362673117,0,CONS
8c4cd42eb0419ff,H0665,70.15310987020283,2.256315065576802,27.590575064220374,0,SUEL
8c4cd42eb06a5ff,H0666,3.177568927258503,96.8224310727415,0,0,DOSE
8c4cd42eb06a1ff,H0667,0,50.278321951364724,49.721678048635276,0,CONS
8c4cd42eb06abff,H0668,0,40.93640644008703,58.113654643093504,0.9499389168194644,CONS
8c4cd42eb0687ff,H0669,0,0,71.7984028121271,28.201597187872913,CONS
8c4cd42eb0683ff,H0670,30.5073863499974,41.146576838135154,28.346036811867442,0,DOSE
8c4cd42eb069dff,H0671,100,0,0,0,SUEL
8c4cd42eb0699ff,H0672,100,0,0,0,SUEL
