index,indice_propio,porc_SUEL,porc_DOSE,porc_CONS,porc_EDIF,grupo
8c4cd42eb1411ff,H0089,5.858472629395387,90.11293112205522,4.028596248549396,0,DOSE
8c4cd42eb141bff,H0090,66.96795403724622,33.032045962753784,0,0,SUEL
8c4cd42eb16a7ff,H0091,86.41592727987191,13.58407272012809,0,0,SUEL
8c4cd42eb16a3ff,H0092,100,0,0,0,SUEL
8c4cd42eb16bdff,H0093,100,0,0,0,SUEL
8c4cd42eb16b9ff,H0094,100,0,0,0,SUEL
8c4cd42eb1695ff,H0095,100,0,0,0,SUEL
8c4cd42eb1691ff,H0096,100,0,0,0,SUEL
8c4cd42eb169bff,H0097,100,0,0,0,SUEL
8c4cd42ebb9a7ff,H0098,79.14027573045101,0,20.85972426954898,0,SUEL
8c4cd42eb0231ff,H0099,57.45070903421041,14.28360563743247,0,28.265685328357115,SUEL
8c4cd42eb1513ff,H0100,89.11212237150268,1.4695835546671003,9.418294073830227,0,SUEL
8c4cd42eb15cdff,H0101,0.0071153202779712715,0,99.99288467972204,0,CONS
8c4cd42eb15c9ff,H0102,0,3.5224896502796836,96.47751034972032,0,CONS
8c4cd42eb1435ff,H0103,0,58.90343273358034,41.09656726641966,0,DOSE
8c4cd42eb1431ff,H0104,20.57298602368659,32.283576313340426,47.143437662972985,0,CONS
8c4cd42eb143bff,H0105,99.79069358033755,0.04343855912163601,0.1658678605408183,0,SUEL
8c4cd42eb1417ff,H0106,72.49960118840332,27.500398811596682,0,0,SUEL
8c4cd42eb1413ff,H0107,64.70380073449556,35.29619926550444,0,0,SUEL
8c4cd42eb14cdff,H0108,100,0,0,0,SUEL
8c4cd42eb14c9ff,H0109,100,0,0,0,SUEL
8c4cd42eb16b5ff,H0110,100,0,0,0,SUEL
8c4cd42eb16b1ff,H0111,100,0,0,0,SUEL
8c4cd42eb16bbff,H0112,100,0,0,0,SUEL
8c4cd42eb1697ff,H0113,100,0,0,0,SUEL
8c4cd42eb1693ff,H0114,100,0,0,0,SUEL
8c4cd42ebab4dff,H0115,100,0,0,0,SUEL
8c4cd42ebab49ff,H0116,100,0,0,0,SUEL
8c4cd42eb004bff,H0117,1.239055823539228,0,98.76094417646077,0,CONS
8c4cd42eb15edff,H0118,42.38807064465311,3.592722300837841,0,54.019207054509046,CONS
8c4cd42eb15e9ff,H0119,76.60941412123147,17.395264135525178,5.698205963492041,0.29711577975131825,SUEL
8c4cd42eb15c5ff,H0120,24.90868870717255,0,75.09131129282744,0,CONS
8c4cd42eb15c1ff,H0121,0,0,100,0,CONS
8c4cd42eb15cbff,H0122,0,79.9292778117475,19.000597943901713,1.0701242443507901,DOSE
8c4cd42eb1437ff,H0123,0,46.17995556948346,53.820044430516546,0,CONS
8c4cd42eb1433ff,H0124,59.439200111597856,37.18735031986577,3.3734495685363757,0,SUEL
8c4cd42eb14edff,H0125,100,0,0,0,SUEL
8c4cd42eb14e9ff,H0126,100,0,0,0,SUEL
8c4cd42eb14c5ff,H0127,100,0,0,0,SUEL
8c4cd42eb14c1ff,H0128,100,0,0,0,SUEL
8c4cd42eb14cbff,H0129,100,0,0,0,SUEL
8c4cd42eb16b7ff,H0130,100,0,0,0,SUEL
8c4cd42eb16b3ff,H0131,100,0,0,0,SUEL
8c4cd42ebab6dff,H0132,100,0,0,0,SUEL
8c4cd42ebab69ff,H0133,100,0,0,0,SUEL
8c4cd42ebab45ff,H0134,100,0,0,0,SUEL
8c4cd42ebab41ff,H0135,100,0,0,0,SUEL
8c4cd42ebab4bff,H0136,100,0,0,0,SUEL
8c4cd42eb0043ff,H0137,82.64453542481725,0,17.355464575182758,0,SUEL
8c4cd42eb005dff,H0138,3.5546924153072466,0,96.44530758469276,0,CONS
8c4cd42eb15e5ff,H0139,66.0404971849801,32.221105912573314,1.7383969024465988,0,SUEL
8c4cd42eb15e1ff,H0140,5.097670655326526,94.90232934467348,0,0,DOSE
8c4cd42eb15ebff,H0141,0,86.22353485836764,13.776465141632354,0,DOSE
8c4cd42eb15c7ff,H0142,0,80.49043843412589,19.509561565874105,0,DOSE
8c4cd42eb15d9ff,H0143,21.05650166474171,0,77.8950340170528,1.0484643182054905,CONS
8c4cd42eb14e5ff,H0144,100,0,0,0,SUEL
8c4cd42eb14e1ff,H0145,100,0,0,0,SUEL
8c4cd42eb14ebff,H0146,100,0,0,0,SUEL
8c4cd42eb14c7ff,H0147,100,0,0,0,SUEL
8c4cd42eb14c3ff,H0148,100,0,0,0,SUEL
8c4cd42eb14ddff,H0149,100,0,0,0,SUEL
8c4cd42eb14d9ff,H0150,100,0,0,0,SUEL
8c4cd42ebab65ff,H0151,100,0,0,0,SUEL
8c4cd42ebab61ff,H0152,100,0,0,0,SUEL
8c4cd42ebab6bff,H0153,100,0,0,0,SUEL
8c4cd42ebab47ff,H0154,100,0,0,0,SUEL
8c4cd42ebab43ff,H0155,100,0,0,0,SUEL
8c4cd42ebab5dff,H0156,100,0,0,0,SUEL
8c4cd42eb0009ff,H0157,87.25149347820509,12.748506521794914,0,0,SUEL
8c4cd42eb0055ff,H0158,58.65021520540339,0,41.34978479459661,0,SUEL
8c4cd42eb0051ff,H0159,0,0,100,0,CONS
8c4cd42eb02d1ff,H0160,0,0,90.12382895307277,9.876171046927224,CONS
8c4cd42eb02dbff,H0161,0.7408936971135255,30.371001293024886,68.88810500986159,0,CONS
8c4cd42eb158dff,H0162,0.0025652643253139223,76.60519922921758,0,23.39223550645712,DOSE
8c4cd42eb1589ff,H0163,0,88.08727049656264,11.912729503437355,0,DOSE
8c4cd42eb15d1ff,H0164,0,0,71.16037002325409,28.839629976745922,CONS
8c4cd42eb15dbff,H0165,85.7004710243923,0,14.299528975607704,0,SUEL
8c4cd42eb14e7ff,H0166,100,0,0,0,SUEL
8c4cd42eb14e3ff,H0167,100,0,0,0,SUEL
8c4cd42eb148dff,H0168,100,0,0,0,SUEL
8c4cd42eb1489ff,H0169,100,0,0,0,SUEL
8c4cd42eb14d5ff,H0170,100,0,0,0,SUEL
8c4cd42eb14d1ff,H0171,100,0,0,0,SUEL
8c4cd42eb14dbff,H0172,100,0,0,0,SUEL
8c4cd42ebab67ff,H0173,100,0,0,0,SUEL
8c4cd42ebab63ff,H0174,100,0,0,0,SUEL
8c4cd42ebab0dff,H0175,100,0,0,0,SUEL
8c4cd42ebab09ff,H0176,100,0,0,0,SUEL
8c4cd42ebab55ff,H0177,100,0,0,0,SUEL
8c4cd42eb0005ff,H0178,100,0,0,0,SUEL
8c4cd42eb0001ff,H0179,100,0,0,0,SUEL
8c4cd42eb000bff,H0180,100,0,0,0,SUEL
8c4cd42eb0057ff,H0181,28.618908341083593,0,71.38109165891642,0,CONS
8c4cd42eb0053ff,H0182,0,0,99.38407035565818,0.6159296443418132,CONS
8c4cd42eb02d7ff,H0183,0,8.443334290091485,91.55666570990851,0,CONS
8c4cd42eb1581ff,H0184,0,82.00664167996726,17.993358320032733,0,DOSE
8c4cd42eb158bff,H0185,0,70.16662955732397,28.00799674465979,1.8253736980162452,DOSE
8c4cd42eb15d7ff,H0186,0,1.404444913417423,59.911973271565856,38.68358181501672,CONS
8c4cd42eb15d3ff,H0187,20.525674103511225,0,79.47432589648878,0,CONS
8c4cd42eb14adff,H0188,100,0,0,0,SUEL
8c4cd42eb14a9ff,H0189,100,0,0,0,SUEL
8c4cd42eb1485ff,H0190,100,0,0,0,SUEL
8c4cd42eb1481ff,H0191,100,0,0,0,SUEL
8c4cd42eb148bff,H0192,100,0,0,0,SUEL
8c4cd42eb14d7ff,H0193,100,0,0,0,SUEL
8c4cd42eb14d3ff,H0194,100,0,0,0,SUEL
8c4cd42ebab2dff,H0195,100,0,0,0,SUEL
8c4cd42ebab29ff,H0196,100,0,0,0,SUEL
8c4cd42ebab05ff,H0197,100,0,0,0,SUEL
8c4cd42ebab01ff,H0198,100,0,0,0,SUEL
8c4cd42ebab0bff,H0199,100,0,0,0,SUEL
8c4cd42ebab57ff,H0200,100,0,0,0,SUEL
8c4cd42eb0021ff,H0201,100,0,0,0,SUEL
8c4cd42eb002bff,H0202,72.69787202407655,27.30212797592345,0,0,SUEL
8c4cd42eb0007ff,H0203,32.99049172543277,67.00950827456722,0,0,DOSE
8c4cd42eb0003ff,H0204,15.079920652056936,84.92007934794307,0,0,DOSE
8c4cd42eb001dff,H0205,77.76442508769689,22.165963614340974,0.06961129796213815,0,SUEL
8c4cd42eb0019ff,H0206,2.1305355903864975,17.020085409351022,80.84937900026249,0,CONS
8c4cd42eb02a5ff,H0207,12.526007381369498,0,75.5745453045219,11.899447314108597,CONS
8c4cd42eb02abff,H0208,72.28034160305441,7.052631873673154,0.10261111025635375,20.56441541301608,SUEL
8c4cd42eb0287ff,H0209,15.228164211884918,18.75916455826162,66.01267122985345,0,CONS
8c4cd42eb0283ff,H0210,2.66554522534488,64.83733116656036,32.49712360809475,0,DOSE
8c4cd42eb029dff,H0211,20.135954696431853,44.37135278164181,35.49269252192634,0,CONS
8c4cd42eb0299ff,H0212,38.19444163713533,59.924696045427005,0.2751353569826625,1.6057269604550073,DOSE
8c4cd42eb15a1ff,H0213,0,61.52497179729488,0,38.47502820270512,DOSE
8c4cd42eb1583ff,H0214,0,68.96797732406294,31.032022675937053,0,DOSE
8c4cd42eb159dff,H0215,0,48.081921803981174,51.918078196018826,0,CONS
8c4cd42eb14a5ff,H0216,76.05103343993648,0,0,23.948966560063525,SUEL
8c4cd42eb14a1ff,H0217,100,0,0,0,SUEL
8c4cd42eb14abff,H0218,100,0,0,0,SUEL
8c4cd42eb1487ff,H0219,100,0,0,0,SUEL
8c4cd42eb1483ff,H0220,100,0,0,0,SUEL
8c4cd42eb149dff,H0221,100,0,0,0,SUEL
8c4cd42eb1499ff,H0222,100,0,0,0,SUEL
8c4cd42ebab25ff,H0223,100,0,0,0,SUEL
8c4cd42ebab21ff,H0224,100,0,0,0,SUEL
8c4cd42ebab2bff,H0225,100,0,0,0,SUEL
8c4cd42ebab07ff,H0226,100,0,0,0,SUEL
8c4cd42ebab03ff,H0227,100,0,0,0,SUEL
8c4cd42ebab1dff,H0228,100,0,0,0,SUEL
8c4cd42ebab19ff,H0229,100,0,0,0,SUEL
8c4cd42eb011bff,H0230,85.88034203806106,14.119657961938934,0,0,SUEL
8c4cd42eb0027ff,H0231,100,0,0,0,SUEL
8c4cd42eb0023ff,H0232,61.837631419238804,38.162368580761196,0,0,SUEL
8c4cd42eb003dff,H0233,7.865666363770722,92.13433363622929,0,0,DOSE
8c4cd42eb0039ff,H0234,0.08028186153148695,99.91971813846851,0,0,DOSE
8c4cd42eb0015ff,H0235,38.72045102516346,61.27954897483654,0,0,DOSE
8c4cd42eb0011ff,H0236,52.910327555934735,47.089672444065265,0,0,SUEL
8c4cd42eb001bff,H0237,25.821214817490723,5.985954412459079,68.19283077005021,0,CONS
8c4cd42eb02a7ff,H0238,84.64891697497524,15.335426598550072,0,0.015656426474682992,SUEL
8c4cd42eb02a3ff,H0239,34.820626949555994,15.806113897326751,49.37325915311725,0,CONS
8c4cd42eb02bdff,H0240,12.290739505867572,34.153664190307524,53.555596303824906,0,CONS
8c4cd42eb02b9ff,H0241,2.226426188871284,87.12752426285437,10.646049548274348,0,DOSE
8c4cd42eb0295ff,H0242,25.42334062478353,69.16750233539094,0,5.409157039825534,DOSE
8c4cd42eb15a7ff,H0243,0.11885362361616147,99.88114637638384,0,0,DOSE
8c4cd42eb1595ff,H0244,0,87.08958830699015,12.910411693009848,0,DOSE
8c4cd42eb14a7ff,H0245,65.15848875285478,0,0,34.84151124714522,SUEL
8c4cd42eb14a3ff,H0246,100,0,0,0,SUEL
8c4cd42eb14bdff,H0247,100,0,0,0,SUEL
8c4cd42eb14b9ff,H0248,100,0,0,0,SUEL
8c4cd42eb1495ff,H0249,100,0,0,0,SUEL
8c4cd42eb1491ff,H0250,100,0,0,0,SUEL
8c4cd42eb149bff,H0251,100,0,0,0,SUEL
8c4cd42ebab27ff,H0252,69.86696374180889,30.13303625819112,0,0,SUEL
8c4cd42ebab23ff,H0253,75.25485544220231,11.385275614062666,13.359868943735028,0,SUEL
8c4cd42ebab3dff,H0254,100,0,0,0,SUEL
8c4cd42ebab39ff,H0255,100,0,0,0,SUEL
8c4cd42ebab15ff,H0256,100,0,0,0,SUEL
8c4cd42ebab11ff,H0257,100,0,0,0,SUEL
8c4cd42ebab1bff,H0258,100,0,0,0,SUEL
8c4cd42eb0117ff,H0259,21.478452072987977,78.52154792701202,0,0,DOSE
8c4cd42eb0113ff,H0260,99.64621982341622,0.35378017658378813,0,0,SUEL
8c4cd42eb01cdff,H0261,35.75836449944676,64.24163550055324,0,0,DOSE
8c4cd42eb01c9ff,H0262,87.65483064153698,12.345169358463027,0,0,SUEL
8c4cd42eb0035ff,H0263,72.86796843622169,27.13203156377832,0,0,SUEL
8c4cd42eb0031ff,H0264,80.02996472754404,19.970035272455966,0,0,SUEL
8c4cd42eb003bff,H0265,51.98989169954827,48.01010830045174,0,0,SUEL
8c4cd42eb0017ff,H0266,98.56681219849241,1.4331878015075823,0,0,SUEL
8c4cd42eb0013ff,H0267,12.277638646122488,60.291856133852065,27.430505220025452,0,DOSE
8c4cd42eb00cdff,H0268,8.961710424791661,47.11689556103805,43.92139401417029,0,CONS
8c4cd42eb00c9ff,H0269,0,78.47658889462946,21.52341110537055,0,DOSE
8c4cd42eb02b5ff,H0270,29.03828427824567,60.44525130992635,10.516464411827974,0,DOSE
8c4cd42eb02b1ff,H0271,25.506918859509476,74.49308114049053,0,0,DOSE
8c4cd42eb02bbff,H0272,0,100,0,0,DOSE
8c4cd42eb074dff,H0273,0,95.1968470648232,0,4.803152935176797,DOSE
8c4cd42eb0749ff,H0274,20.999039200448124,53.62510221289868,0,25.375858586653198,DOSE
8c4cd42eb1597ff,H0275,0,64.5894881954442,35.4105118045558,0,DOSE
8c4cd42eb1593ff,H0276,5.706671200788919,0,92.91518174768281,1.3781470515282688,CONS
8c4cd42eb064dff,H0277,99.48575004833151,0,0.11362699805773102,0.4006229536107629,SUEL
8c4cd42eb0649ff,H0278,68.25108382931552,0,0,31.748916170684478,SUEL
8c4cd42eb14b5ff,H0279,100,0,0,0,SUEL
8c4cd42eb14b1ff,H0280,100,0,0,0,SUEL
8c4cd42eb14bbff,H0281,100,0,0,0,SUEL
8c4cd42eb1497ff,H0282,96.58703692357766,0,0,3.412963076422345,SUEL
8c4cd42eb1493ff,H0283,49.140843631735095,33.868974040961035,0,16.99018232730387,SUEL
8c4cd42eba94dff,H0284,40.09491153919241,37.368595645306755,22.536492815500832,0,DOSE
8c4cd42eba949ff,H0285,20.945261812221563,0.18179599424429504,78.87294219353414,0,CONS
8c4cd42ebab35ff,H0286,40.739287584959435,0,59.26071241504057,0,CONS
8c4cd42ebab31ff,H0287,100,0,0,0,SUEL
8c4cd42ebab3bff,H0288,100,0,0,0,SUEL
8c4cd42ebab17ff,H0289,99.8248268791707,0.1751731208292987,0,0,SUEL
8c4cd42ebab13ff,H0290,87.39834895246436,12.60165104753564,0,0,SUEL
8c4cd42eb01edff,H0291,49.15292376013565,50.84707623986434,0,0,DOSE
8c4cd42eb01e9ff,H0292,7.948516190462039,92.05148380953796,0,0,DOSE
8c4cd42eb01c5ff,H0293,4.247188777676662,95.75281122232334,0,0,DOSE
8c4cd42eb01c1ff,H0294,21.28981249487667,78.71018750512333,0,0,DOSE
8c4cd42eb01cbff,H0295,1.0728384119745225,98.92716158802548,0,0,DOSE
8c4cd42eb0037ff,H0296,3.6845654723904837,96.31543452760951,0,0,DOSE
8c4cd42eb0033ff,H0297,9.013765734451184,90.98623426554882,0,0,DOSE
8c4cd42eb00edff,H0298,6.747370077674464,93.25262992232554,0,0,DOSE
8c4cd42eb00e9ff,H0299,14.608001916583143,72.67898835395563,12.71300972946122,0,DOSE
8c4cd42eb00c5ff,H0300,0,36.92051273331519,63.07948726668481,0,CONS
8c4cd42eb00c1ff,H0301,0,99.5836756883348,0.4163243116652079,0,DOSE
8c4cd42eb00cbff,H0302,8.344702093740365,91.65529790625963,0,0,DOSE
8c4cd42eb02b7ff,H0303,42.23267060279005,39.05070561060026,0,18.71662378660969,SUEL
8c4cd42eb02b3ff,H0304,0,77.45921224238053,0,22.540787757619466,DOSE
8c4cd42eb076dff,H0305,0,72.21486427036146,0,27.785135729638544,DOSE
8c4cd42eb0769ff,H0306,0,67.03943112704279,0,32.96056887295721,DOSE
8c4cd42eb0745ff,H0307,11.952493201194677,88.0110138937545,0,0.036492905050820895,DOSE
8c4cd42eb0741ff,H0308,10.340276916892096,89.6597230831079,0,0,DOSE
8c4cd42eb074bff,H0309,34.729870609721516,50.55412338989612,0,14.716006000382361,DOSE
8c4cd42eb066dff,H0310,6.797086288985095,81.35178538844391,2.5345123451621863,9.316615977408805,DOSE
8c4cd42eb0669ff,H0311,0,5.297702737493652,94.70229726250635,0,CONS
8c4cd42eb0645ff,H0312,26.93524698179552,0,73.06475301820448,0,CONS
8c4cd42eb064bff,H0313,47.269695921201105,0,0,52.730304078798895,CONS
8c4cd42eb14b7ff,H0314,100,0,0,0,SUEL
8c4cd42eb14b3ff,H0315,85.46536790027729,0,0,14.53463209972271,SUEL
8c4cd42eba96dff,H0316,81.96898952416092,0,0,18.031010475839082,SUEL
8c4cd42eba969ff,H0317,75.08595576970998,0,0.596410972789247,24.317633257500773,SUEL
8c4cd42eba945ff,H0318,32.408938072099566,34.269005153624846,33.32205677427559,0,DOSE
8c4cd42eba941ff,H0319,0,3.8712278813333957e-4,99.99961287721186,0,CONS
8c4cd42eba94bff,H0320,0,0,100,0,CONS
8c4cd42ebab37ff,H0321,51.38175437790572,30.344906684138394,18.273338937955888,0,SUEL
8c4cd42ebab33ff,H0322,87.1905632173173,12.809436782682692,0,0,SUEL
8c4cd42eba86dff,H0323,24.563725786735,75.436274213265,0,0,DOSE
8c4cd42eba869ff,H0324,36.6252042895566,43.51618326182084,19.858612448622555,0,DOSE
8c4cd42eba845ff,H0325,4.207836305339931,20.482444119039354,75.30971957562072,0,CONS
8c4cd42eb01e5ff,H0326,99.28451689122458,0.7154831087754197,0,0,SUEL
8c4cd42eb01e1ff,H0327,1.556622954963793,98.4433770450362,0,0,DOSE
8c4cd42eb01ebff,H0328,6.60088261991974,93.39911359605469,3.7840255777958476e-6,0,DOSE
8c4cd42eb01c7ff,H0329,35.376131194383134,64.62386880561687,0,0,DOSE
8c4cd42eb01c3ff,H0330,41.787116358977066,58.21288364102294,0,0,DOSE
8c4cd42eb01ddff,H0331,0,100,0,0,DOSE
8c4cd42eb01d9ff,H0332,0,100,0,0,DOSE
8c4cd42eb00e5ff,H0333,0,99.40864925293523,0.5913507470647618,0,DOSE
8c4cd42eb00e1ff,H0334,0,83.35263837785853,16.64736162214147,0,DOSE
8c4cd42eb00ebff,H0335,0,8.758695490626433,79.77386455970039,11.467439949673171,CONS
8c4cd42eb00c7ff,H0336,0,54.80612425857609,45.1938757414239,0,DOSE
8c4cd42eb00c3ff,H0337,0,100,0,0,DOSE
8c4cd42eb0761ff,H0338,0,86.01583006699761,0,13.984169933002386,DOSE
8c4cd42eb0759ff,H0339,32.067319336225964,37.461275096265105,4.946077247081622,25.525328320427302,SUEL
8c4cd42eb0665ff,H0340,13.432299304949195,86.5677006950508,0,0,DOSE
8c4cd42eb0661ff,H0341,0,54.989674320558166,45.010325679441834,0,DOSE
8c4cd42eb066bff,H0342,0,21.630083627966815,78.36991637203319,0,CONS
8c4cd42eb0647ff,H0343,57.63449283155732,39.54800035106519,2.8105921016462987,0.006914715731192379,SUEL
8c4cd42eba965ff,H0344,32.70631455241107,0,0,67.29368544758893,CONS
8c4cd42eba961ff,H0345,83.08778293610912,0,16.912217063890882,0,SUEL
8c4cd42eba96bff,H0346,41.280956779527784,0,58.71904322047221,0,CONS
8c4cd42eba947ff,H0347,0,33.19919707826175,66.80080292173825,0,CONS
8c4cd42eba943ff,H0348,0,0,100,0,CONS
8c4cd42eba95dff,H0349,0.5178962230576304,60.902519676116505,38.57958410082586,0,DOSE
8c4cd42eba959ff,H0350,79.35082943028969,14.592368277156927,6.056802292553383,0,SUEL
8c4cd42eba865ff,H0351,0.004356258680576457,99.67326848494598,0.3223752563734475,0,DOSE
8c4cd42eba861ff,H0352,12.5839836193797,57.49301187233078,29.92300450828952,0,DOSE
8c4cd42eba86bff,H0353,40.618073401671154,3.8776157001509306,55.50431089817792,0,CONS
